region,district,value,month,indicator
Bakool,Tayeeglow,0.515,2012-11-01,ndvi
Bakool,Waajid,0.415,2012-11-01,ndvi
Bakool,Rab Dhuure,0.242,2012-11-01,ndvi
Lower Shabelle,Marka,0.442,2012-12-01,ndvi
Lower Shabelle,Afgooye,0.468,2012-12-01,ndvi
Lower Shabelle,Baraawe,0.386,2012-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.623,2012-12-01,ndvi
Lower Shabelle,Qoryooley,0.598,2012-12-01,ndvi
Lower Shabelle,Sablaale,0.64,2012-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.417,2012-12-01,ndvi
Bay,Baydhaba,0.485,2012-12-01,ndvi
Bay,Buur Hakaba,0.497,2012-12-01,ndvi
Bay,Diinsoor,0.509,2012-12-01,ndvi
Bay,Qansax Dheere,0.475,2012-12-01,ndvi
Bakool,Xudur,0.299,2012-12-01,ndvi
Bakool,Ceel Barde,0.284,2012-12-01,ndvi
Bakool,Tayeeglow,0.404,2012-12-01,ndvi
Bakool,Waajid,0.329,2012-12-01,ndvi
Bakool,Rab Dhuure,0.202,2012-12-01,ndvi
Lower Shabelle,Marka,0.372,2013-01-01,ndvi
Lower Shabelle,Afgooye,0.341,2013-01-01,ndvi
Lower Shabelle,Baraawe,0.315,2013-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.508,2013-01-01,ndvi
Lower Shabelle,Qoryooley,0.469,2013-01-01,ndvi
Lower Shabelle,Sablaale,0.525,2013-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.303,2013-01-01,ndvi
Bay,Baydhaba,0.355,2013-01-01,ndvi
Bay,Buur Hakaba,0.376,2013-01-01,ndvi
Bay,Diinsoor,0.388,2013-01-01,ndvi
Bay,Qansax Dheere,0.351,2013-01-01,ndvi
Bakool,Xudur,0.237,2013-01-01,ndvi
Bakool,Ceel Barde,0.23,2013-01-01,ndvi
Bakool,Tayeeglow,0.306,2013-01-01,ndvi
Bakool,Waajid,0.248,2013-01-01,ndvi
Bakool,Rab Dhuure,0.165,2013-01-01,ndvi
Lower Shabelle,Marka,0.318,2013-02-01,ndvi
Lower Shabelle,Afgooye,0.259,2013-02-01,ndvi
Lower Shabelle,Baraawe,0.256,2013-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.401,2013-02-01,ndvi
Lower Shabelle,Qoryooley,0.361,2013-02-01,ndvi
Lower Shabelle,Sablaale,0.406,2013-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.245,2013-02-01,ndvi
Bay,Baydhaba,0.279,2013-02-01,ndvi
Bay,Buur Hakaba,0.295,2013-02-01,ndvi
Bay,Diinsoor,0.296,2013-02-01,ndvi
Bay,Qansax Dheere,0.26,2013-02-01,ndvi
Bakool,Xudur,0.213,2013-02-01,ndvi
Bakool,Ceel Barde,0.209,2013-02-01,ndvi
Bakool,Tayeeglow,0.262,2013-02-01,ndvi
Bakool,Waajid,0.213,2013-02-01,ndvi
Bakool,Rab Dhuure,0.152,2013-02-01,ndvi
Lower Shabelle,Marka,0.292,2013-03-01,ndvi
Lower Shabelle,Afgooye,0.265,2013-03-01,ndvi
Lower Shabelle,Baraawe,0.245,2013-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.378,2013-03-01,ndvi
Lower Shabelle,Qoryooley,0.36,2013-03-01,ndvi
Lower Shabelle,Sablaale,0.39,2013-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.295,2013-03-01,ndvi
Bay,Baydhaba,0.334,2013-03-01,ndvi
Bay,Buur Hakaba,0.332,2013-03-01,ndvi
Bay,Diinsoor,0.328,2013-03-01,ndvi
Bay,Qansax Dheere,0.296,2013-03-01,ndvi
Bakool,Xudur,0.265,2013-03-01,ndvi
Bakool,Ceel Barde,0.258,2013-03-01,ndvi
Bakool,Tayeeglow,0.321,2013-03-01,ndvi
Bakool,Waajid,0.276,2013-03-01,ndvi
Bakool,Rab Dhuure,0.189,2013-03-01,ndvi
Lower Shabelle,Marka,0.338,2013-04-01,ndvi
Lower Shabelle,Afgooye,0.43,2013-04-01,ndvi
Lower Shabelle,Baraawe,0.331,2013-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.533,2013-04-01,ndvi
Lower Shabelle,Qoryooley,0.532,2013-04-01,ndvi
Lower Shabelle,Sablaale,0.565,2013-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.478,2013-04-01,ndvi
Bay,Baydhaba,0.521,2013-04-01,ndvi
Bay,Buur Hakaba,0.516,2013-04-01,ndvi
Bay,Diinsoor,0.507,2013-04-01,ndvi
Bay,Qansax Dheere,0.453,2013-04-01,ndvi
Bakool,Xudur,0.421,2013-04-01,ndvi
Bakool,Ceel Barde,0.417,2013-04-01,ndvi
Bakool,Tayeeglow,0.517,2013-04-01,ndvi
Bakool,Waajid,0.446,2013-04-01,ndvi
Bakool,Rab Dhuure,0.284,2013-04-01,ndvi
Lower Shabelle,Marka,0.388,2013-05-01,ndvi
Lower Shabelle,Afgooye,0.514,2013-05-01,ndvi
Lower Shabelle,Baraawe,0.456,2013-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.67,2013-05-01,ndvi
Lower Shabelle,Qoryooley,0.655,2013-05-01,ndvi
Lower Shabelle,Sablaale,0.674,2013-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.523,2013-05-01,ndvi
Bay,Baydhaba,0.513,2013-05-01,ndvi
Bay,Buur Hakaba,0.579,2013-05-01,ndvi
Bay,Diinsoor,0.567,2013-05-01,ndvi
Bay,Qansax Dheere,0.451,2013-05-01,ndvi
Bakool,Xudur,0.382,2013-05-01,ndvi
Bakool,Ceel Barde,0.389,2013-05-01,ndvi
Bakool,Tayeeglow,0.521,2013-05-01,ndvi
Bakool,Waajid,0.371,2013-05-01,ndvi
Bakool,Rab Dhuure,0.24,2013-05-01,ndvi
Lower Shabelle,Marka,0.399,2013-06-01,ndvi
Lower Shabelle,Afgooye,0.415,2013-06-01,ndvi
Lower Shabelle,Baraawe,0.495,2013-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.633,2013-06-01,ndvi
Lower Shabelle,Qoryooley,0.593,2013-06-01,ndvi
Lower Shabelle,Sablaale,0.621,2013-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.393,2013-06-01,ndvi
Bay,Baydhaba,0.392,2013-06-01,ndvi
Bay,Buur Hakaba,0.47,2013-06-01,ndvi
Bay,Diinsoor,0.461,2013-06-01,ndvi
Bay,Qansax Dheere,0.351,2013-06-01,ndvi
Bakool,Xudur,0.284,2013-06-01,ndvi
Bakool,Ceel Barde,0.273,2013-06-01,ndvi
Bakool,Tayeeglow,0.364,2013-06-01,ndvi
Bakool,Waajid,0.269,2013-06-01,ndvi
Bakool,Rab Dhuure,0.188,2013-06-01,ndvi
Lower Shabelle,Marka,0.407,2013-07-01,ndvi
Lower Shabelle,Afgooye,0.339,2013-07-01,ndvi
Lower Shabelle,Baraawe,0.45,2013-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.574,2013-07-01,ndvi
Lower Shabelle,Qoryooley,0.497,2013-07-01,ndvi
Lower Shabelle,Sablaale,0.566,2013-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.297,2013-07-01,ndvi
Bay,Baydhaba,0.308,2013-07-01,ndvi
Bay,Buur Hakaba,0.373,2013-07-01,ndvi
Bay,Diinsoor,0.367,2013-07-01,ndvi
Bay,Qansax Dheere,0.276,2013-07-01,ndvi
Bakool,Xudur,0.234,2013-07-01,ndvi
Bakool,Ceel Barde,0.221,2013-07-01,ndvi
Bakool,Tayeeglow,0.286,2013-07-01,ndvi
Bakool,Waajid,0.225,2013-07-01,ndvi
Bakool,Rab Dhuure,0.161,2013-07-01,ndvi
Lower Shabelle,Marka,0.376,2013-08-01,ndvi
Lower Shabelle,Afgooye,0.29,2013-08-01,ndvi
Lower Shabelle,Baraawe,0.372,2013-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.489,2013-08-01,ndvi
Lower Shabelle,Qoryooley,0.425,2013-08-01,ndvi
Lower Shabelle,Sablaale,0.511,2013-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.259,2013-08-01,ndvi
Bay,Baydhaba,0.281,2013-08-01,ndvi
Bay,Buur Hakaba,0.327,2013-08-01,ndvi
Bay,Diinsoor,0.341,2013-08-01,ndvi
Bay,Qansax Dheere,0.243,2013-08-01,ndvi
Bakool,Xudur,0.223,2013-08-01,ndvi
Bakool,Ceel Barde,0.213,2013-08-01,ndvi
Bakool,Tayeeglow,0.267,2013-08-01,ndvi
Bakool,Waajid,0.222,2013-08-01,ndvi
Bakool,Rab Dhuure,0.155,2013-08-01,ndvi
Lower Shabelle,Marka,0.327,2013-09-01,ndvi
Lower Shabelle,Afgooye,0.246,2013-09-01,ndvi
Lower Shabelle,Baraawe,0.298,2013-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.412,2013-09-01,ndvi
Lower Shabelle,Qoryooley,0.351,2013-09-01,ndvi
Lower Shabelle,Sablaale,0.438,2013-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.241,2013-09-01,ndvi
Bay,Baydhaba,0.29,2013-09-01,ndvi
Bay,Buur Hakaba,0.297,2013-09-01,ndvi
Bay,Diinsoor,0.305,2013-09-01,ndvi
Bay,Qansax Dheere,0.238,2013-09-01,ndvi
Bakool,Xudur,0.234,2013-09-01,ndvi
Bakool,Ceel Barde,0.23,2013-09-01,ndvi
Bakool,Tayeeglow,0.286,2013-09-01,ndvi
Bakool,Waajid,0.225,2013-09-01,ndvi
Bakool,Rab Dhuure,0.151,2013-09-01,ndvi
Lower Shabelle,Marka,0.338,2013-10-01,ndvi
Lower Shabelle,Afgooye,0.291,2013-10-01,ndvi
Lower Shabelle,Baraawe,0.328,2013-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.46,2013-10-01,ndvi
Lower Shabelle,Qoryooley,0.418,2013-10-01,ndvi
Lower Shabelle,Sablaale,0.496,2013-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.323,2013-10-01,ndvi
Bay,Baydhaba,0.409,2013-10-01,ndvi
Bay,Buur Hakaba,0.378,2013-10-01,ndvi
Bay,Diinsoor,0.35,2013-10-01,ndvi
Bay,Qansax Dheere,0.296,2013-10-01,ndvi
Bakool,Xudur,0.32,2013-10-01,ndvi
Bakool,Ceel Barde,0.307,2013-10-01,ndvi
Bakool,Tayeeglow,0.408,2013-10-01,ndvi
Bakool,Waajid,0.295,2013-10-01,ndvi
Bakool,Rab Dhuure,0.177,2013-10-01,ndvi
Lower Shabelle,Marka,0.373,2013-11-01,ndvi
Lower Shabelle,Afgooye,0.44,2013-11-01,ndvi
Lower Shabelle,Baraawe,0.391,2013-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.61,2013-11-01,ndvi
Lower Shabelle,Qoryooley,0.605,2013-11-01,ndvi
Lower Shabelle,Sablaale,0.655,2013-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.487,2013-11-01,ndvi
Bay,Baydhaba,0.558,2013-11-01,ndvi
Bay,Buur Hakaba,0.543,2013-11-01,ndvi
Bay,Diinsoor,0.523,2013-11-01,ndvi
Bay,Qansax Dheere,0.454,2013-11-01,ndvi
Bakool,Xudur,0.406,2013-11-01,ndvi
Bakool,Ceel Barde,0.371,2013-11-01,ndvi
Bakool,Tayeeglow,0.533,2013-11-01,ndvi
Bakool,Waajid,0.404,2013-11-01,ndvi
Bakool,Rab Dhuure,0.276,2013-11-01,ndvi
Lower Shabelle,Marka,0.363,2013-12-01,ndvi
Lower Shabelle,Afgooye,0.425,2013-12-01,ndvi
Lower Shabelle,Baraawe,0.384,2013-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.604,2013-12-01,ndvi
Lower Shabelle,Qoryooley,0.589,2013-12-01,ndvi
Lower Shabelle,Sablaale,0.648,2013-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.429,2013-12-01,ndvi
Bay,Baydhaba,0.474,2013-12-01,ndvi
Bay,Buur Hakaba,0.493,2013-12-01,ndvi
Bay,Diinsoor,0.502,2013-12-01,ndvi
Bay,Qansax Dheere,0.425,2013-12-01,ndvi
Bakool,Xudur,0.323,2013-12-01,ndvi
Bakool,Ceel Barde,0.284,2013-12-01,ndvi
Bakool,Tayeeglow,0.443,2013-12-01,ndvi
Bakool,Waajid,0.319,2013-12-01,ndvi
Bakool,Rab Dhuure,0.261,2013-12-01,ndvi
Lower Shabelle,Marka,0.321,2014-01-01,ndvi
Lower Shabelle,Afgooye,0.309,2014-01-01,ndvi
Lower Shabelle,Baraawe,0.303,2014-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.468,2014-01-01,ndvi
Lower Shabelle,Qoryooley,0.435,2014-01-01,ndvi
Lower Shabelle,Sablaale,0.497,2014-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.3,2014-01-01,ndvi
Bay,Baydhaba,0.34,2014-01-01,ndvi
Bay,Buur Hakaba,0.357,2014-01-01,ndvi
Bay,Diinsoor,0.362,2014-01-01,ndvi
Bay,Qansax Dheere,0.312,2014-01-01,ndvi
Bakool,Xudur,0.244,2014-01-01,ndvi
Bakool,Ceel Barde,0.222,2014-01-01,ndvi
Bakool,Tayeeglow,0.32,2014-01-01,ndvi
Bakool,Waajid,0.232,2014-01-01,ndvi
Bakool,Rab Dhuure,0.188,2014-01-01,ndvi
Lower Shabelle,Marka,0.291,2014-02-01,ndvi
Lower Shabelle,Afgooye,0.251,2014-02-01,ndvi
Lower Shabelle,Baraawe,0.252,2014-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.377,2014-02-01,ndvi
Lower Shabelle,Qoryooley,0.344,2014-02-01,ndvi
Lower Shabelle,Sablaale,0.386,2014-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.246,2014-02-01,ndvi
Bay,Baydhaba,0.28,2014-02-01,ndvi
Bay,Buur Hakaba,0.29,2014-02-01,ndvi
Bay,Diinsoor,0.293,2014-02-01,ndvi
Bay,Qansax Dheere,0.258,2014-02-01,ndvi
Bakool,Xudur,0.214,2014-02-01,ndvi
Bakool,Ceel Barde,0.204,2014-02-01,ndvi
Bakool,Tayeeglow,0.267,2014-02-01,ndvi
Bakool,Waajid,0.21,2014-02-01,ndvi
Bakool,Rab Dhuure,0.161,2014-02-01,ndvi
Lower Shabelle,Marka,0.277,2014-03-01,ndvi
Lower Shabelle,Afgooye,0.234,2014-03-01,ndvi
Lower Shabelle,Baraawe,0.233,2014-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.351,2014-03-01,ndvi
Lower Shabelle,Qoryooley,0.32,2014-03-01,ndvi
Lower Shabelle,Sablaale,0.358,2014-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.237,2014-03-01,ndvi
Bay,Baydhaba,0.304,2014-03-01,ndvi
Bay,Buur Hakaba,0.288,2014-03-01,ndvi
Bay,Diinsoor,0.305,2014-03-01,ndvi
Bay,Qansax Dheere,0.274,2014-03-01,ndvi
Bakool,Xudur,0.216,2014-03-01,ndvi
Bakool,Ceel Barde,0.204,2014-03-01,ndvi
Bakool,Tayeeglow,0.264,2014-03-01,ndvi
Bakool,Waajid,0.226,2014-03-01,ndvi
Bakool,Rab Dhuure,0.161,2014-03-01,ndvi
Lower Shabelle,Marka,0.288,2014-04-01,ndvi
Lower Shabelle,Afgooye,0.248,2014-04-01,ndvi
Lower Shabelle,Baraawe,0.248,2014-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.412,2014-04-01,ndvi
Lower Shabelle,Qoryooley,0.369,2014-04-01,ndvi
Lower Shabelle,Sablaale,0.453,2014-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.265,2014-04-01,ndvi
Bay,Baydhaba,0.407,2014-04-01,ndvi
Bay,Buur Hakaba,0.354,2014-04-01,ndvi
Bay,Diinsoor,0.394,2014-04-01,ndvi
Bay,Qansax Dheere,0.354,2014-04-01,ndvi
Bakool,Xudur,0.249,2014-04-01,ndvi
Bakool,Ceel Barde,0.234,2014-04-01,ndvi
Bakool,Tayeeglow,0.323,2014-04-01,ndvi
Bakool,Waajid,0.297,2014-04-01,ndvi
Bakool,Rab Dhuure,0.192,2014-04-01,ndvi
Lower Shabelle,Marka,0.349,2014-05-01,ndvi
Lower Shabelle,Afgooye,0.302,2014-05-01,ndvi
Lower Shabelle,Baraawe,0.314,2014-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.551,2014-05-01,ndvi
Lower Shabelle,Qoryooley,0.509,2014-05-01,ndvi
Lower Shabelle,Sablaale,0.616,2014-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.35,2014-05-01,ndvi
Bay,Baydhaba,0.482,2014-05-01,ndvi
Bay,Buur Hakaba,0.478,2014-05-01,ndvi
Bay,Diinsoor,0.504,2014-05-01,ndvi
Bay,Qansax Dheere,0.398,2014-05-01,ndvi
Bakool,Xudur,0.318,2014-05-01,ndvi
Bakool,Ceel Barde,0.299,2014-05-01,ndvi
Bakool,Tayeeglow,0.433,2014-05-01,ndvi
Bakool,Waajid,0.326,2014-05-01,ndvi
Bakool,Rab Dhuure,0.196,2014-05-01,ndvi
Lower Shabelle,Marka,0.403,2014-06-01,ndvi
Lower Shabelle,Afgooye,0.309,2014-06-01,ndvi
Lower Shabelle,Baraawe,0.379,2014-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.582,2014-06-01,ndvi
Lower Shabelle,Qoryooley,0.521,2014-06-01,ndvi
Lower Shabelle,Sablaale,0.628,2014-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.339,2014-06-01,ndvi
Bay,Baydhaba,0.42,2014-06-01,ndvi
Bay,Buur Hakaba,0.452,2014-06-01,ndvi
Bay,Diinsoor,0.456,2014-06-01,ndvi
Bay,Qansax Dheere,0.344,2014-06-01,ndvi
Bakool,Xudur,0.275,2014-06-01,ndvi
Bakool,Ceel Barde,0.252,2014-06-01,ndvi
Bakool,Tayeeglow,0.387,2014-06-01,ndvi
Bakool,Waajid,0.253,2014-06-01,ndvi
Bakool,Rab Dhuure,0.166,2014-06-01,ndvi
Lower Shabelle,Marka,0.395,2014-07-01,ndvi
Lower Shabelle,Afgooye,0.268,2014-07-01,ndvi
Lower Shabelle,Baraawe,0.352,2014-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.483,2014-07-01,ndvi
Lower Shabelle,Qoryooley,0.423,2014-07-01,ndvi
Lower Shabelle,Sablaale,0.521,2014-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.25,2014-07-01,ndvi
Bay,Baydhaba,0.298,2014-07-01,ndvi
Bay,Buur Hakaba,0.337,2014-07-01,ndvi
Bay,Diinsoor,0.348,2014-07-01,ndvi
Bay,Qansax Dheere,0.265,2014-07-01,ndvi
Bakool,Xudur,0.209,2014-07-01,ndvi
Bakool,Ceel Barde,0.192,2014-07-01,ndvi
Bakool,Tayeeglow,0.273,2014-07-01,ndvi
Bakool,Waajid,0.2,2014-07-01,ndvi
Bakool,Rab Dhuure,0.142,2014-07-01,ndvi
Lower Shabelle,Marka,0.374,2014-08-01,ndvi
Lower Shabelle,Afgooye,0.247,2014-08-01,ndvi
Lower Shabelle,Baraawe,0.3,2014-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.42,2014-08-01,ndvi
Lower Shabelle,Qoryooley,0.365,2014-08-01,ndvi
Lower Shabelle,Sablaale,0.445,2014-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.22,2014-08-01,ndvi
Bay,Baydhaba,0.257,2014-08-01,ndvi
Bay,Buur Hakaba,0.288,2014-08-01,ndvi
Bay,Diinsoor,0.285,2014-08-01,ndvi
Bay,Qansax Dheere,0.23,2014-08-01,ndvi
Bakool,Xudur,0.197,2014-08-01,ndvi
Bakool,Ceel Barde,0.186,2014-08-01,ndvi
Bakool,Tayeeglow,0.242,2014-08-01,ndvi
Bakool,Waajid,0.196,2014-08-01,ndvi
Bakool,Rab Dhuure,0.139,2014-08-01,ndvi
Lower Shabelle,Marka,0.336,2014-09-01,ndvi
Lower Shabelle,Afgooye,0.217,2014-09-01,ndvi
Lower Shabelle,Baraawe,0.285,2014-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.403,2014-09-01,ndvi
Lower Shabelle,Qoryooley,0.332,2014-09-01,ndvi
Lower Shabelle,Sablaale,0.429,2014-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.209,2014-09-01,ndvi
Bay,Baydhaba,0.265,2014-09-01,ndvi
Bay,Buur Hakaba,0.273,2014-09-01,ndvi
Bay,Diinsoor,0.269,2014-09-01,ndvi
Bay,Qansax Dheere,0.227,2014-09-01,ndvi
Bakool,Xudur,0.216,2014-09-01,ndvi
Bakool,Ceel Barde,0.205,2014-09-01,ndvi
Bakool,Tayeeglow,0.258,2014-09-01,ndvi
Bakool,Waajid,0.214,2014-09-01,ndvi
Bakool,Rab Dhuure,0.144,2014-09-01,ndvi
Lower Shabelle,Marka,0.313,2014-10-01,ndvi
Lower Shabelle,Afgooye,0.234,2014-10-01,ndvi
Lower Shabelle,Baraawe,0.268,2014-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.449,2014-10-01,ndvi
Lower Shabelle,Qoryooley,0.372,2014-10-01,ndvi
Lower Shabelle,Sablaale,0.483,2014-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.28,2014-10-01,ndvi
Bay,Baydhaba,0.39,2014-10-01,ndvi
Bay,Buur Hakaba,0.352,2014-10-01,ndvi
Bay,Diinsoor,0.331,2014-10-01,ndvi
Bay,Qansax Dheere,0.305,2014-10-01,ndvi
Bakool,Xudur,0.309,2014-10-01,ndvi
Bakool,Ceel Barde,0.31,2014-10-01,ndvi
Bakool,Tayeeglow,0.37,2014-10-01,ndvi
Bakool,Waajid,0.319,2014-10-01,ndvi
Bakool,Rab Dhuure,0.203,2014-10-01,ndvi
Lower Shabelle,Marka,0.33,2014-11-01,ndvi
Lower Shabelle,Afgooye,0.353,2014-11-01,ndvi
Lower Shabelle,Baraawe,0.283,2014-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.56,2014-11-01,ndvi
Lower Shabelle,Qoryooley,0.52,2014-11-01,ndvi
Lower Shabelle,Sablaale,0.593,2014-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.38,2014-11-01,ndvi
Bay,Baydhaba,0.533,2014-11-01,ndvi
Bay,Buur Hakaba,0.486,2014-11-01,ndvi
Bay,Diinsoor,0.483,2014-11-01,ndvi
Bay,Qansax Dheere,0.448,2014-11-01,ndvi
Bakool,Xudur,0.363,2014-11-01,ndvi
Bakool,Ceel Barde,0.368,2014-11-01,ndvi
Bakool,Tayeeglow,0.466,2014-11-01,ndvi
Bakool,Waajid,0.388,2014-11-01,ndvi
Bakool,Rab Dhuure,0.269,2014-11-01,ndvi
Lower Shabelle,Marka,0.344,2014-12-01,ndvi
Lower Shabelle,Afgooye,0.385,2014-12-01,ndvi
Lower Shabelle,Baraawe,0.323,2014-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.563,2014-12-01,ndvi
Lower Shabelle,Qoryooley,0.529,2014-12-01,ndvi
Lower Shabelle,Sablaale,0.594,2014-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.343,2014-12-01,ndvi
Bay,Baydhaba,0.459,2014-12-01,ndvi
Bay,Buur Hakaba,0.458,2014-12-01,ndvi
Bay,Diinsoor,0.487,2014-12-01,ndvi
Bay,Qansax Dheere,0.45,2014-12-01,ndvi
Bakool,Xudur,0.286,2014-12-01,ndvi
Bakool,Ceel Barde,0.292,2014-12-01,ndvi
Bakool,Tayeeglow,0.375,2014-12-01,ndvi
Bakool,Waajid,0.286,2014-12-01,ndvi
Bakool,Rab Dhuure,0.225,2014-12-01,ndvi
Lower Shabelle,Marka,0.302,2015-01-01,ndvi
Lower Shabelle,Afgooye,0.284,2015-01-01,ndvi
Lower Shabelle,Baraawe,0.278,2015-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.436,2015-01-01,ndvi
Lower Shabelle,Qoryooley,0.394,2015-01-01,ndvi
Lower Shabelle,Sablaale,0.467,2015-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.251,2015-01-01,ndvi
Bay,Baydhaba,0.325,2015-01-01,ndvi
Bay,Buur Hakaba,0.336,2015-01-01,ndvi
Bay,Diinsoor,0.363,2015-01-01,ndvi
Bay,Qansax Dheere,0.323,2015-01-01,ndvi
Bakool,Xudur,0.221,2015-01-01,ndvi
Bakool,Ceel Barde,0.219,2015-01-01,ndvi
Bakool,Tayeeglow,0.268,2015-01-01,ndvi
Bakool,Waajid,0.217,2015-01-01,ndvi
Bakool,Rab Dhuure,0.17,2015-01-01,ndvi
Lower Shabelle,Marka,0.262,2015-02-01,ndvi
Lower Shabelle,Afgooye,0.209,2015-02-01,ndvi
Lower Shabelle,Baraawe,0.222,2015-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.321,2015-02-01,ndvi
Lower Shabelle,Qoryooley,0.286,2015-02-01,ndvi
Lower Shabelle,Sablaale,0.337,2015-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.196,2015-02-01,ndvi
Bay,Baydhaba,0.235,2015-02-01,ndvi
Bay,Buur Hakaba,0.246,2015-02-01,ndvi
Bay,Diinsoor,0.255,2015-02-01,ndvi
Bay,Qansax Dheere,0.218,2015-02-01,ndvi
Bakool,Xudur,0.19,2015-02-01,ndvi
Bakool,Ceel Barde,0.185,2015-02-01,ndvi
Bakool,Tayeeglow,0.221,2015-02-01,ndvi
Bakool,Waajid,0.187,2015-02-01,ndvi
Bakool,Rab Dhuure,0.141,2015-02-01,ndvi
Lower Shabelle,Marka,0.263,2015-03-01,ndvi
Lower Shabelle,Afgooye,0.216,2015-03-01,ndvi
Lower Shabelle,Baraawe,0.221,2015-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.334,2015-03-01,ndvi
Lower Shabelle,Qoryooley,0.31,2015-03-01,ndvi
Lower Shabelle,Sablaale,0.355,2015-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.214,2015-03-01,ndvi
Bay,Baydhaba,0.281,2015-03-01,ndvi
Bay,Buur Hakaba,0.28,2015-03-01,ndvi
Bay,Diinsoor,0.298,2015-03-01,ndvi
Bay,Qansax Dheere,0.269,2015-03-01,ndvi
Bakool,Xudur,0.217,2015-03-01,ndvi
Bakool,Ceel Barde,0.208,2015-03-01,ndvi
Bakool,Tayeeglow,0.256,2015-03-01,ndvi
Bakool,Waajid,0.216,2015-03-01,ndvi
Bakool,Rab Dhuure,0.157,2015-03-01,ndvi
Lower Shabelle,Marka,0.28,2015-04-01,ndvi
Lower Shabelle,Afgooye,0.273,2015-04-01,ndvi
Lower Shabelle,Baraawe,0.271,2015-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.436,2015-04-01,ndvi
Lower Shabelle,Qoryooley,0.414,2015-04-01,ndvi
Lower Shabelle,Sablaale,0.495,2015-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.296,2015-04-01,ndvi
Bay,Baydhaba,0.414,2015-04-01,ndvi
Bay,Buur Hakaba,0.397,2015-04-01,ndvi
Bay,Diinsoor,0.43,2015-04-01,ndvi
Bay,Qansax Dheere,0.389,2015-04-01,ndvi
Bakool,Xudur,0.311,2015-04-01,ndvi
Bakool,Ceel Barde,0.305,2015-04-01,ndvi
Bakool,Tayeeglow,0.384,2015-04-01,ndvi
Bakool,Waajid,0.315,2015-04-01,ndvi
Bakool,Rab Dhuure,0.23,2015-04-01,ndvi
Lower Shabelle,Marka,0.329,2015-05-01,ndvi
Lower Shabelle,Afgooye,0.386,2015-05-01,ndvi
Lower Shabelle,Baraawe,0.384,2015-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.599,2015-05-01,ndvi
